CCI ID,Description,NIST Revision,Type
CCI-005076,Protect the supply chain risk management plan from unauthorized disclosure and modification.,NIST SP 800-53 Revision 5,Policy
CCI-005077,"Establish a supply chain risk management team consisting of organization-defined personnel, roles, and responsibilities to lead and support the following SCRM activities.",NIST SP 800-53 Revision 5,Policy
CCI-005078,"Defines the supply chain risk management activities that will be led by a supply chain risk management team consisting of organization-defined personnel, roles, and responsibilities.",NIST SP 800-53 Revision 5,Policy
CCI-005079,"Defines the personnel, roles, and responsibilities who lead and support organization-defined supply chain risk management activities.",NIST SP 800-53 Revision 5,Policy
CCI-005080,Establish a process of processes to identify and address weaknesses or deficiencies in the supply chain elements of organization-defined system or system components in coordination with organization-defined supply chain personnel.,NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-005081,Defines the system or system processes which establish a process or processes for identifying and addressing weaknesses or deficiencies in the supply chain elements.,NIST SP 800-53 Revision 5,Policy
CCI-005082,"Defines the supply chain personnel who, in coordination, establish a process or processes for identifying and addressing weaknesses or deficiencies in the supply chain elements.",NIST SP 800-53 Revision 5,Policy
CCI-005083,Establish a process of processes to identify and address weaknesses or deficiencies in the processes of organization-defined system or system components in coordination with organization-defined supply chain personnel.,NIST SP 800-53 Revision 5,"Policy,Technical"
CCI-005084,Defines the system or system processes which establish a process or processes for identifying and addressing weaknesses or deficiencies in the supply chain processes.,NIST SP 800-53 Revision 5,Policy
CCI-005085,"Defines the supply chain personnel who, in coordination, establish a process or processes for identifying and addressing weaknesses or deficiencies in the supply chain processes.",NIST SP 800-53 Revision 5,Policy
CCI-005086,"Employ the following controls to protect against supply chain risks to the system, system component, or system service.",NIST SP 800-53 Revision 5,"Technical,Policy"
CCI-005087,Limit the harm or consequences from supply chain-related events.,NIST SP 800-53 Revision 5,"Technical,Policy"
CCI-005088,"Defines the supply chain controls employed for protecting against supply chain risks to the system, system component, or system service.",NIST SP 800-53 Revision 5,Policy
CCI-005089,"Document the selected and implemented supply chain processes and controls in security and privacy plans, supply chain risk management plan, or organization-defined document.",NIST SP 800-53 Revision 5,"Technical,Policy"
CCI-005090,Defines the document which contains supply chain processes and controls.,NIST SP 800-53 Revision 5,Policy
CCI-005091,Employ a diverse set of sources for the following system components and services.,NIST SP 800-53 Revision 5,Policy
CCI-005092,Defines the system or system components and services which employ a diverse set of sources.,NIST SP 800-53 Revision 5,Policy
CCI-005093,Employ the following controls to limit harm from potential adversaries identifying and targeting the organizational supply chain.,NIST SP 800-53 Revision 5,Policy
CCI-005094,Defines the controls to be employed to limit harm from potential adversaries identifying and targeting the organizational supply chain.,NIST SP 800-53 Revision 5,Policy
CCI-005095,Ensure that the controls included in the contracts of prime contractors are also included in the contracts of subcontractors.,NIST SP 800-53 Revision 5,Policy
CCI-005096,"Document valid provenance of the following systems, system components, and associated data.",NIST SP 800-53 Revision 5,Policy
CCI-005097,"Monitor valid provenance of the following systems, system components, and associated data.",NIST SP 800-53 Revision 5,Policy
CCI-005098,"Maintain valid provenance of the following systems, system components, and associated data.",NIST SP 800-53 Revision 5,Policy
CCI-005099,"Defines the systems, system components, and associated data for documenting, monitoring, and maintaining valid provenance.",NIST SP 800-53 Revision 5,Policy
CCI-005100,"Establish and maintain unique identification of the following supply chain elements, processes, and personnel associated with the identified system and critical system components.",NIST SP 800-53 Revision 5,Policy
CCI-005101,"Defines the supply chain elements, processes, and personnel associated with organization-defined systems and critical system components for establishing and maintaining unique identification.",NIST SP 800-53 Revision 5,Policy
CCI-005102,Establish and maintain unique identification of the following systems and critical components for tracking through the supply chain.,NIST SP 800-53 Revision 5,Policy
CCI-005103,Defines the systems and critical system components for tracking through the supply chain.,NIST SP 800-53 Revision 5,Policy
CCI-005104,Employ the following controls to validate that the system or system component received is genuine.,NIST SP 800-53 Revision 5,Policy
CCI-005105,Employ the following controls to validate that the system or system component received has not been altered.,NIST SP 800-53 Revision 5,Policy
CCI-005106,Defines the controls for validating that the system or system component received is genuine.,NIST SP 800-53 Revision 5,Policy
CCI-005107,Defines the controls for validating that the system or system component received has not been altered.,NIST SP 800-53 Revision 5,Policy
CCI-005108,"Employ organization-defined controls to ensure the integrity of the system and system components by validating the internal composition and provenance of critical or mission essential technologies, products, and services.",NIST SP 800-53 Revision 5,Policy
CCI-005109,Defines the controls for ensuring the integrity of the system and system components.,NIST SP 800-53 Revision 5,Policy
CCI-005110,"Conduct organization-defined analysis to ensure the integrity of the system and system components by validating the internal composition and provenance of critical or mission essential technologies, products, and services.",NIST SP 800-53 Revision 5,Policy
